file_id,ac_rms,mean_abs,peak_to_peak,crest_factor,kurtosis_pearson,skewness,env_entropy,env_centroid_order,env_spread_order,env_peak_order,env_harmonic_ratio,env_low_order_ratio,variant
source/12kHz_DE_data/B/0007/B007_2.mat,0.146522505644462,0.118665451282343,1.02204183632735,3.55435253832799,2.8424854500981,0.0330951774019319,0.899460938064428,8.85837015636341,5.44946336793999,3.1,0.170071723474307,0.139138631559334,500-1500Hz_R10
source/12kHz_DE_data/B/0007/B007_3.mat,0.153926097593488,0.123762517860086,1.07004141716567,3.60893399897743,2.84293694373022,0.0102098702576978,0.844123641795604,8.86571979972332,5.35530464385062,3.6,0.0939315648208089,0.174817179583318,500-1500Hz_R10
source/12kHz_DE_data/B/0014/B014_0.mat,0.140491896902889,0.0948239274863208,2.01078447105788,7.94741271428155,8.17981648004596,0.0257914060884897,0.849116996488106,7.48152795208678,5.82834426509316,2,0.239430740550201,0.258074700088778,500-1500Hz_R10
source/12kHz_DE_data/B/0014/B014_1.mat,0.133946513206024,0.0968734635021851,1.85435944111776,6.62783275328982,7.6380623165508,0.0076764185852717,0.89616112005335,8.54823639652657,5.56422030618179,2.3,0.139668350836696,0.170293496015419,500-1500Hz_R10
source/12kHz_DE_data/B/0014/B014_2.mat,0.15027730071594,0.108271304930365,1.88635916167665,7.06249888597934,7.14376539195477,0.0932373391057489,0.858522955862418,7.52074559043294,6.03289481524351,1,0.330285543425732,0.310090874091397,500-1500Hz_R10
source/12kHz_DE_data/B/0014/B014_3.mat,0.129859735855681,0.0925919120614932,1.86061319361277,7.46757515293764,7.83361930313932,0.096070237422563,0.721830991313079,5.87332432725847,5.92861385574073,1,0.534435334032549,0.482148104767584,500-1500Hz_R10
source/12kHz_DE_data/B/0021/B021_0.mat,0.119065306564768,0.0921861129913272,1.02399105788423,4.54014302504918,3.82440066025342,-0.00051563108944574,0.862483468105211,9.13462887569282,5.66114057960974,4,0.149982586682591,0.113921791268435,500-1500Hz_R10
source/12kHz_DE_data/B/0021/B021_3.mat,0.118085037097846,0.0935757686343386,0.857251397205589,3.7712074886525,3.10573964503818,0.0245099531715848,0.693690508433442,9.67970017940509,5.47299465132719,1,0.324640369476807,0.222607840022833,500-1500Hz_R10
source/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat,2.06815473129944,1.5743236659467,16.84566,4.35269038081081,3.78211399744144,0.0529400442731426,0.7992860549115,5.1844318207252,5.56852225181323,1.2,0.240624777809913,0.458097612161996,500-1500Hz_R10
source/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat,2.13872505417122,1.62123668819313,17.3111536,4.10448495003491,3.80692708416514,0.0423005552183109,0.817729934026048,6.33903184966631,5.82011892716734,4,0.18050913965708,0.317907377035407,500-1500Hz_R10
source/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat,2.12628536305197,1.6035396023277,17.8340201,4.22752114237186,3.86335598005861,0.0423242517774259,0.827085073674958,6.08524257948706,5.71655351920068,1.2,0.270009014693465,0.334591455569965,500-1500Hz_R10
source/12kHz_DE_data/IR/0007/IR007_0.mat,0.291091334987747,0.20885158641506,2.73995576846307,5.13983185439443,5.45383286496166,0.169429051392131,0.665929148646019,6.73667715745338,5.14693471926374,5.4,0.379249874498407,0.174781131742802,500-1500Hz_R10
source/12kHz_DE_data/IR/0007/IR007_2.mat,0.3000401876385,0.214098699232912,2.73362079840319,4.9006172385136,5.53047460920833,0.0918944682904653,0.632159727085188,7.41762716937228,4.71961152903228,5.4,0.507452572473023,0.106928871315792,500-1500Hz_R10
source/12kHz_DE_data/IR/0007/IR007_3.mat,0.312616339868652,0.223567696045191,2.77024992015968,4.59587074499137,5.26931196837128,-0.0118601273797379,0.685690015761822,6.62655917325782,5.01209161012065,5.4,0.361082132718112,0.229337861671115,500-1500Hz_R10
source/12kHz_DE_data/IR/0014/IR014_1.mat,0.16840390422823,0.100160363987546,3.0247045508982,9.26011923329826,21.3992162906712,0.0524036026741726,0.908998088293776,8.53682327306604,5.7459028871601,3,0.132876919138469,0.137054572750278,500-1500Hz_R10
source/12kHz_DE_data/IR/0021/IR021_2.mat,0.489138695949397,0.3258994987492,5.44401337325349,5.94449961854209,7.98213392999932,0.24203925147116,0.76277075523392,5.27738655944355,4.36625009809128,2.4,0.216603990563753,0.221230486426842,500-1500Hz_R10
source/12kHz_DE_data/IR/0021/IR021_3.mat,0.44955474207584,0.302780432044871,5.12949835329341,6.36340416291245,8.21896080582927,0.311248089734143,0.782642092379826,5.36474936083106,4.56859148782442,2.4,0.217216726553795,0.229247826596749,500-1500Hz_R10
source/12kHz_DE_data/IR/0028/IR028_0_(1797rpm).mat,0.836366647031855,0.653966166276466,6.5262691,4.03142578114258,3.36263188567071,0.0935558190356841,0.72224468053398,6.43841792134289,4.79048418772006,4.3,0.495880002677908,0.111804793961162,500-1500Hz_R10
source/12kHz_DE_data/IR/0028/IR028_1_(1772rpm).mat,0.838277630289238,0.663051687238473,6.420882,3.97865467073534,3.19711549855045,0.0967875020299482,0.686381054963236,5.87560098904983,4.49640978068492,4.3,0.547567590075559,0.113980377524633,500-1500Hz_R10
source/12kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,0.670243963220107,0.405201245539308,6.49821736526946,4.90446102373605,7.6035367958123,0.0527423920100242,0.831837073713329,7.16170897639928,5.46236279394264,1,0.530626814676802,0.237951850689978,500-1500Hz_R10
