route,file_id,domain,guard_seconds,windows,common_scale_drift
equal_revolutions,source/12kHz_DE_data/IR/0007/IR007_2.mat,source,0.075,11,0.00317098690401681
equal_revolutions,source/12kHz_DE_data/IR/0007/IR007_3.mat,source,0.025,11,0.00982462508299183
equal_revolutions,source/12kHz_DE_data/IR/0007/IR007_3.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/IR/0007/IR007_3.mat,source,0.075,11,0.00848405682146718
equal_revolutions,source/12kHz_DE_data/IR/0014/IR014_0.mat,source,0.025,11,0.0555625504794983
equal_revolutions,source/12kHz_DE_data/IR/0014/IR014_0.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/IR/0014/IR014_0.mat,source,0.075,11,0.0434919610494145
equal_revolutions,source/12kHz_DE_data/IR/0014/IR014_1.mat,source,0.025,11,0.0459074549885341
equal_revolutions,source/12kHz_DE_data/IR/0014/IR014_1.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/IR/0014/IR014_1.mat,source,0.075,11,0.0244265464401202
equal_revolutions,source/12kHz_DE_data/IR/0014/IR014_2.mat,source,0.025,11,0.0370291209736996
equal_revolutions,source/12kHz_DE_data/IR/0014/IR014_2.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/IR/0014/IR014_2.mat,source,0.075,11,0.0232333830739368
equal_revolutions,source/12kHz_DE_data/IR/0014/IR014_3.mat,source,0.025,11,0.0215405727823838
equal_revolutions,source/12kHz_DE_data/IR/0014/IR014_3.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/IR/0014/IR014_3.mat,source,0.075,11,0.0273435991787748
equal_revolutions,source/12kHz_DE_data/IR/0021/IR021_0.mat,source,0.025,11,0.0150981423426417
equal_revolutions,source/12kHz_DE_data/IR/0021/IR021_0.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/IR/0021/IR021_0.mat,source,0.075,11,0.00898605261711337
equal_revolutions,source/12kHz_DE_data/IR/0021/IR021_1.mat,source,0.025,11,0.0135753448868732
equal_revolutions,source/12kHz_DE_data/IR/0021/IR021_1.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/IR/0021/IR021_1.mat,source,0.075,11,0.0110373557832191
equal_revolutions,source/12kHz_DE_data/IR/0021/IR021_2.mat,source,0.025,11,0.0227527114289635
equal_revolutions,source/12kHz_DE_data/IR/0021/IR021_2.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/IR/0021/IR021_2.mat,source,0.075,11,0.0186469505995454
equal_revolutions,source/12kHz_DE_data/IR/0021/IR021_3.mat,source,0.025,11,0.028649350929206
equal_revolutions,source/12kHz_DE_data/IR/0021/IR021_3.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/IR/0021/IR021_3.mat,source,0.075,11,0.0506255168282904
equal_revolutions,source/12kHz_DE_data/IR/0028/IR028_0_(1797rpm).mat,source,0.025,11,0.0305974204261488
equal_revolutions,source/12kHz_DE_data/IR/0028/IR028_0_(1797rpm).mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/IR/0028/IR028_0_(1797rpm).mat,source,0.075,11,0.0338670073103141
equal_revolutions,source/12kHz_DE_data/IR/0028/IR028_1_(1772rpm).mat,source,0.025,11,0.010290558384169
equal_revolutions,source/12kHz_DE_data/IR/0028/IR028_1_(1772rpm).mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/IR/0028/IR028_1_(1772rpm).mat,source,0.075,11,0.0233338032532741
equal_revolutions,source/12kHz_DE_data/IR/0028/IR028_2_(1750rpm).mat,source,0.025,11,0.0148952045544039
equal_revolutions,source/12kHz_DE_data/IR/0028/IR028_2_(1750rpm).mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/IR/0028/IR028_2_(1750rpm).mat,source,0.075,11,0.0150539715810968
equal_revolutions,source/12kHz_DE_data/IR/0028/IR028_3_(1730rpm).mat,source,0.025,11,0.0177515346699255
equal_revolutions,source/12kHz_DE_data/IR/0028/IR028_3_(1730rpm).mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/IR/0028/IR028_3_(1730rpm).mat,source,0.075,11,0.0224371928656101
equal_revolutions,source/12kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,source,0.025,11,0.00458022632980037
equal_revolutions,source/12kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,source,0.075,11,0.0115067742283011
equal_revolutions,source/12kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,source,0.025,11,0.00492940224158478
equal_revolutions,source/12kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,source,0.075,11,0.00829883889395552
equal_revolutions,source/12kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,source,0.025,11,0.00891056266732539
equal_revolutions,source/12kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,source,0.075,11,0.0184658666735543
equal_revolutions,source/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,source,0.025,11,0.0162891510295239
equal_revolutions,source/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,source,0.075,11,0.00577953512984764
equal_revolutions,source/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,source,0.025,11,0.0159540002635352
equal_revolutions,source/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,source,0.075,11,0.0299726180203013
equal_revolutions,source/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,source,0.025,11,0.0345233690969007
equal_revolutions,source/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,source,0.075,11,0.0271620802828882
equal_revolutions,source/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,source,0.025,11,0.0172867597336578
equal_revolutions,source/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,source,0.075,11,0.0149519499959204
equal_revolutions,source/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat,source,0.025,11,0.018909795202973
equal_revolutions,source/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat,source,0.075,11,0.0148221034380682
equal_revolutions,source/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,source,0.025,11,0.115354276824786
equal_revolutions,source/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,source,0.075,11,0.0050922876266584
equal_revolutions,source/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,source,0.025,11,0.051824038176168
equal_revolutions,source/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,source,0.075,11,0.0242008372538015
equal_revolutions,source/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,source,0.025,11,0.068856282849104
equal_revolutions,source/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,source,0.075,11,0.0376688495875213
equal_revolutions,source/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat,source,0.025,11,0.026671898951107
equal_revolutions,source/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat,source,0.075,11,0.0419182327102481
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,source,0.025,11,0.0103289750434369
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,source,0.075,11,0.0249292281245129
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat,source,0.025,11,0.0285467819909565
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat,source,0.075,11,0.0240918725905625
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat,source,0.025,11,0.00926842103352667
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat,source,0.075,11,0.0111360479563609
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat,source,0.025,11,0.0174641950084562
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat,source,0.075,11,0.0084301684820164
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat,source,0.025,11,0.0107529525856098
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat,source,0.075,11,0.0311006554335307
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat,source,0.025,11,0.0133814062085585
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat,source,0.075,11,0.0299418343200278
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat,source,0.025,11,0.0116816416508365
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat,source,0.075,11,0.0196048938313953
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat,source,0.025,11,0.289807026796359
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat,source,0.075,11,0.00967666479733857
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat,source,0.025,11,0.0026545583424776
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat,source,0.075,11,0.00423303492940116
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat,source,0.025,11,0.00638957906507883
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat,source,0.075,11,0.00341766163936155
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.mat,source,0.025,11,0.00237384845279356
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.mat,source,0.075,11,0.00254329833825164
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.mat,source,0.025,11,0.00260545394700153
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.mat,source,0.075,11,0.00217526663693851
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.mat,source,0.025,11,0.0272764720929689
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.mat,source,0.075,11,0.0521310018471755
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.mat,source,0.025,11,0.0534689877113334
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.mat,source,0.075,11,0.00925732112029649
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.mat,source,0.025,11,0.00720708344376202
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.mat,source,0.075,11,0.0182855641921314
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.mat,source,0.025,11,0.0173092910071893
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.mat,source,0.05,11,0
equal_revolutions,source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.mat,source,0.075,11,0.0199645607399426
equal_revolutions,source/48kHz_DE_data/B/0007/B007_0.mat,source,0.025,5,0.0323768309642902
equal_revolutions,source/48kHz_DE_data/B/0007/B007_0.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/B/0007/B007_0.mat,source,0.075,5,0.0215843137155423
equal_revolutions,source/48kHz_DE_data/B/0007/B007_1.mat,source,0.025,5,0.0137497264910434
equal_revolutions,source/48kHz_DE_data/B/0007/B007_1.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/B/0007/B007_1.mat,source,0.075,5,0.0179017706847282
equal_revolutions,source/48kHz_DE_data/B/0007/B007_2.mat,source,0.025,5,0.0688472157915899
equal_revolutions,source/48kHz_DE_data/B/0007/B007_2.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/B/0007/B007_2.mat,source,0.075,5,0.0239221607887078
equal_revolutions,source/48kHz_DE_data/B/0007/B007_3.mat,source,0.025,5,0.0168224674181376
equal_revolutions,source/48kHz_DE_data/B/0007/B007_3.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/B/0007/B007_3.mat,source,0.075,5,0.0105856755960755
equal_revolutions,source/48kHz_DE_data/B/0014/B014_0.mat,source,0.025,5,0.0767937266946595
equal_revolutions,source/48kHz_DE_data/B/0014/B014_0.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/B/0014/B014_0.mat,source,0.075,5,0.018618812432185
equal_revolutions,source/48kHz_DE_data/B/0014/B014_1.mat,source,0.025,5,0.0516801035910311
equal_revolutions,source/48kHz_DE_data/B/0014/B014_1.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/B/0014/B014_1.mat,source,0.075,5,0.0617636340646825
equal_revolutions,source/48kHz_DE_data/B/0014/B014_2.mat,source,0.025,5,0.0678810957207652
equal_revolutions,source/48kHz_DE_data/B/0014/B014_2.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/B/0014/B014_2.mat,source,0.075,5,0.0970271185474325
equal_revolutions,source/48kHz_DE_data/B/0014/B014_3.mat,source,0.025,5,0.0438450480372159
equal_revolutions,source/48kHz_DE_data/B/0014/B014_3.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/B/0014/B014_3.mat,source,0.075,5,0.0525398936888859
equal_revolutions,source/48kHz_DE_data/B/0021/B021_0.mat,source,0.025,5,0.0102001936429105
equal_revolutions,source/48kHz_DE_data/B/0021/B021_0.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/B/0021/B021_0.mat,source,0.075,5,0.0534233500857436
equal_revolutions,source/48kHz_DE_data/B/0021/B021_1.mat,source,0.025,5,0.0791671004049239
equal_revolutions,source/48kHz_DE_data/B/0021/B021_1.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/B/0021/B021_1.mat,source,0.075,5,0.070620094994684
equal_revolutions,source/48kHz_DE_data/B/0021/B021_2.mat,source,0.025,5,0.114104777379124
equal_revolutions,source/48kHz_DE_data/B/0021/B021_2.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/B/0021/B021_2.mat,source,0.075,5,0.147523183338948
equal_revolutions,source/48kHz_DE_data/B/0021/B021_3.mat,source,0.025,5,0.1483777835448
equal_revolutions,source/48kHz_DE_data/B/0021/B021_3.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/B/0021/B021_3.mat,source,0.075,5,0.216211710354466
equal_revolutions,source/48kHz_DE_data/IR/0007/IR007_0.mat,source,0.025,5,0.0125633152427717
equal_revolutions,source/48kHz_DE_data/IR/0007/IR007_0.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/IR/0007/IR007_0.mat,source,0.075,5,0.00409286616821432
equal_revolutions,source/48kHz_DE_data/IR/0007/IR007_1.mat,source,0.025,5,0.0134486648501463
equal_revolutions,source/48kHz_DE_data/IR/0007/IR007_1.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/IR/0007/IR007_1.mat,source,0.075,5,0.0139546090212953
equal_revolutions,source/48kHz_DE_data/IR/0007/IR007_2.mat,source,0.025,5,0.00458050038158826
equal_revolutions,source/48kHz_DE_data/IR/0007/IR007_2.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/IR/0007/IR007_2.mat,source,0.075,5,0.00458072666871974
equal_revolutions,source/48kHz_DE_data/IR/0007/IR007_3.mat,source,0.025,5,0.00948662010640115
equal_revolutions,source/48kHz_DE_data/IR/0007/IR007_3.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/IR/0007/IR007_3.mat,source,0.075,5,0.0219492471508945
equal_revolutions,source/48kHz_DE_data/IR/0014/IR014_0.mat,source,0.025,1,0.0259955056573124
equal_revolutions,source/48kHz_DE_data/IR/0014/IR014_0.mat,source,0.05,1,0
equal_revolutions,source/48kHz_DE_data/IR/0014/IR014_0.mat,source,0.075,1,0.0426954567556857
equal_revolutions,source/48kHz_DE_data/IR/0014/IR014_1.mat,source,0.025,5,0.0153660851719573
equal_revolutions,source/48kHz_DE_data/IR/0014/IR014_1.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/IR/0014/IR014_1.mat,source,0.075,5,0.0389962970390758
equal_revolutions,source/48kHz_DE_data/IR/0014/IR014_2.mat,source,0.025,5,0.068401891533399
equal_revolutions,source/48kHz_DE_data/IR/0014/IR014_2.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/IR/0014/IR014_2.mat,source,0.075,5,0.0282847537996632
equal_revolutions,source/48kHz_DE_data/IR/0014/IR014_3.mat,source,0.025,5,0.0296329363998327
equal_revolutions,source/48kHz_DE_data/IR/0014/IR014_3.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/IR/0014/IR014_3.mat,source,0.075,5,0.0284191617753241
equal_revolutions,source/48kHz_DE_data/IR/0021/IR021_0.mat,source,0.025,5,0.0282657174218357
equal_revolutions,source/48kHz_DE_data/IR/0021/IR021_0.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/IR/0021/IR021_0.mat,source,0.075,5,0.0126603100349971
equal_revolutions,source/48kHz_DE_data/IR/0021/IR021_1.mat,source,0.025,5,0.0216501534407469
equal_revolutions,source/48kHz_DE_data/IR/0021/IR021_1.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/IR/0021/IR021_1.mat,source,0.075,5,0.00822581996875304
equal_revolutions,source/48kHz_DE_data/IR/0021/IR021_2.mat,source,0.025,5,0.0111392222556182
equal_revolutions,source/48kHz_DE_data/IR/0021/IR021_2.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/IR/0021/IR021_2.mat,source,0.075,5,0.00944244207201762
equal_revolutions,source/48kHz_DE_data/IR/0021/IR021_3.mat,source,0.025,5,0.00702300662989857
equal_revolutions,source/48kHz_DE_data/IR/0021/IR021_3.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/IR/0021/IR021_3.mat,source,0.075,5,0.00757615594527076
equal_revolutions,source/48kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,source,0.025,5,0.00670751192330741
equal_revolutions,source/48kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,source,0.075,5,0.00694135260336387
equal_revolutions,source/48kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,source,0.025,5,0.00508153884599323
equal_revolutions,source/48kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,source,0.075,5,0.00260469095997101
equal_revolutions,source/48kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,source,0.025,5,0.00696925774609463
equal_revolutions,source/48kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,source,0.075,5,0.00615214903671
equal_revolutions,source/48kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,source,0.025,5,0.00655892030567232
equal_revolutions,source/48kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,source,0.075,5,0.00378064602992659
equal_revolutions,source/48kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,source,0.025,5,0.0274313754298274
equal_revolutions,source/48kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,source,0.05,5,0
equal_revolutions,source/48kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,source,0.075,5,0.0348503890810799
