file_id,variable,channel,split,nominal_fs_hz,fs_status,affine_overlap_flag,primary_common_input,n_samples,raw_mean,raw_rms,ac_rms,min,max,kurtosis_pearson,outside_3sigma,extrema_count,extreme_plateau_points,max_extreme_run,block_ac_rms_ratio,dc_flag,energy_variation_flag,high_kurtosis_flag,suspected_clipping_flag
source/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,DE,validation,12000,directory_nominal_not_channel_verified,False,True,96000,0.0001438011957519599,0.13779026189102755,0.13779018685383246,-0.6196271283792647,0.5794689993652463,2.9588349529277087,216,2,0,1,1.0223655213334222,False,False,False,False
source/12kHz_DE_data/B/0007/B007_0.mat,X118_FE_time,FE,validation,12000,directory_nominal_not_channel_verified,False,False,96000,-9.977111779737101e-06,0.10530407482777973,0.10530407435513534,-0.4190059387026888,0.40486678857003844,2.762754030734511,141,2,0,1,1.0210459690256721,False,False,False,False
source/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,BA,validation,12000,directory_nominal_not_channel_verified,False,False,96000,-5.662768596487853e-06,0.03529578576865726,0.03529578531439696,-0.15994473402601492,0.15567734312532044,3.1240391176681808,348,2,0,1,1.032514201443982,False,False,False,False
source/12kHz_DE_data/B/0007/B007_1.mat,X119_DE_time,DE,test,12000,directory_nominal_not_channel_verified,False,True,96000,-7.31172759162077e-05,0.1388501196782883,0.13885010042682341,-0.6635408970738204,0.6357777057205909,2.971046121181166,261,2,0,1,1.040885417176858,False,False,False,False
source/12kHz_DE_data/B/0007/B007_1.mat,X119_FE_time,FE,test,12000,directory_nominal_not_channel_verified,False,False,96000,0.0005019912133052191,0.08175679383782149,0.08175525269645866,-0.3444506155101796,0.3516293844898204,2.8961259642602295,203,2,0,1,1.0332129437770823,False,False,False,False
source/12kHz_DE_data/B/0007/B007_1.mat,X119_BA_time,BA,test,12000,directory_nominal_not_channel_verified,False,False,96000,1.7030363959748774e-05,0.03485688640817125,0.034856882247826716,-0.13853958864939336,0.14078836387286184,3.009623076645091,260,2,0,1,1.0329364995858301,False,False,False,False
source/12kHz_DE_data/B/0007/B007_2.mat,X120_DE_time,DE,train,12000,directory_nominal_not_channel_verified,False,True,96000,-5.491240066071373e-05,0.14750609320886934,0.14750608298769208,-0.5594425181799354,0.6000194379078888,2.8493511784530905,185,2,0,1,1.0345561243233863,False,False,False,False
source/12kHz_DE_data/B/0007/B007_2.mat,X120_FE_time,FE,train,12000,directory_nominal_not_channel_verified,False,False,96000,0.000390857117386102,0.08542199456850398,0.08542110036036361,-0.35059695547731085,0.3534957717954164,2.9199777467757726,207,2,0,1,1.0234513140352648,False,False,False,False
source/12kHz_DE_data/B/0007/B007_2.mat,X120_BA_time,BA,train,12000,directory_nominal_not_channel_verified,False,False,96000,0.00010963489847592466,0.03707847297096085,0.037078310884495674,-0.15999137634039648,0.1564756859741436,3.143396674641938,352,2,0,1,1.0497873951508676,False,False,False,False
source/12kHz_DE_data/B/0007/B007_3.mat,X121_DE_time,DE,train,12000,directory_nominal_not_channel_verified,False,True,96000,-4.247563542849625e-05,0.15410752065133698,0.15410751479769783,-0.7247619405123412,0.6673071213639062,2.901263884238301,203,2,0,1,1.069050229552852,False,False,False,False
