file_id,domain,split,label,label_code,window_index,start_seconds,end_seconds,actual_revolutions,rpm_used,ac_rms,mean_abs,peak_to_peak,crest_factor,kurtosis_pearson,skewness,env_entropy,env_centroid_order,env_spread_order,env_peak_order,env_harmonic_ratio,env_low_order_ratio
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,0,0.05,1.05,29.9333333333333,1796,0.13695713375699,0.109230898717864,1.03844778443114,3.85246131161415,2.98864119974753,-0.0342961436688435,0.75982132625083,4.57388297459164,3.54723781425842,3.6,0.187595663524083,0.278010569380863
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,1,1.05,2.05,29.9333333333333,1796,0.13929485166329,0.111472646708387,1.12502570858283,4.10943794860952,2.89653051109657,0.00716177774784239,0.796248255985461,4.80018693960102,3.86215290715064,2,0.151994400692318,0.299229375721566
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,2,2.05,3.05,29.9333333333333,1796,0.13806237098999,0.110035251016949,1.06768610778443,4.19090909115631,2.98297694080352,-0.00359662864672442,0.811454278982248,4.98775352266786,3.9906279642085,3.6,0.14241673696439,0.312293987862995
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,3,3.05,4.05,29.9333333333333,1796,0.137481173640956,0.110090070605913,1.14565497005988,4.50688624543745,2.96200543222363,-0.0282850619858675,0.808261682621427,4.36204843408505,3.62740192270754,2,0.138094503142803,0.386674958825398
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,4,4.05,5.05,29.9333333333333,1796,0.135843662307049,0.108363547781104,1.03487421157685,4.13447911015337,2.93843180181006,-0.0105995018675179,0.773746500647044,4.50259854542,3.63472226175784,2,0.132605971823481,0.317120789483389
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,5,5.05,6.05,29.9333333333333,1796,0.1376295314413,0.110085987122114,1.0896148502994,4.29325163328566,2.92455125310142,0.00070712584834983,0.770873892823608,4.52899749069462,3.87507310386982,2,0.124486484682529,0.363646339320289
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,6,6.05,7.05,29.9333333333333,1796,0.138421397708819,0.110617012325825,1.04104674650699,3.81378713145132,2.98661059646506,0.0114310734435612,0.79194591819061,4.48353840472766,3.66764859027463,2.2,0.142490228850372,0.280541702035502
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,0,0.05,1.05,29.5333333333333,1772,0.139490918053512,0.111022118620113,1.23109584830339,4.55955294313456,3.11242494533847,0.00703523050437568,0.756928348933396,4.89117847301221,3.73721234699309,2,0.130530791069237,0.300326440138076
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,1,1.05,2.05,29.5333333333333,1772,0.135015382662417,0.108098433038155,0.999625788423154,3.89946351056612,2.92633237374447,0.0405957741855316,0.788499693291771,5.17994661592968,3.80422936221389,5.2,0.0918647572697845,0.244887964836772
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,2,2.05,3.05,29.5333333333333,1772,0.138539516594974,0.110592094614488,1.25107536926148,4.78840839220575,2.99427504820341,0.0246921349372979,0.789829367492035,5.36659421697804,3.73111309126208,5.2,0.0994933814282414,0.248959412880627
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,3,3.05,4.05,29.5333333333333,1772,0.140847398074862,0.112615707715763,1.03000115768463,3.67362644951259,2.9658543912539,0.0125975637984404,0.741822094045034,5.23966635485392,3.76802323236489,2.6,0.174364999012808,0.242439269423605
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,4,4.05,5.05,29.5333333333333,1772,0.138790825476009,0.111070758827054,1.0399097005988,3.97036435010901,2.97693155866256,0.00400440119637416,0.792807183666009,5.59676700209364,3.84485959542043,5.2,0.085066744275281,0.210591201407268
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,5,5.05,6.05,29.5333333333333,1772,0.140070429878657,0.112407717541085,1.04153405189621,3.74590684360814,2.90254320415385,0.00659523691084448,0.792242037537391,5.75002192625819,3.93941776591752,2,0.192867777297592,0.194758904395972
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,6,6.05,7.05,29.5333333333333,1772,0.139971490071249,0.111904085320948,1.0775946506986,4.04445405879606,2.99927691618696,-0.019197030241473,0.762460101360139,5.05437499976643,3.87825797915638,2,0.241354564519055,0.318212009730083
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,0,0.05,1.05,29.1333333333333,1748,0.147494715350056,0.119267463765055,1.08457936127745,3.71190473558682,2.77893933680101,0.0234820411792106,0.830493202675625,6.51081598004379,4.61184877447328,2,0.176075916586623,0.214661253562442
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,1,1.05,2.05,29.1333333333333,1748,0.150824436279467,0.12093627021627,1.03747317365269,3.48865230746213,2.82740528082169,0.0329449221495148,0.803510320316905,5.90659919489478,4.34543929099812,2,0.217271468543337,0.282692799206516
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,2,2.05,3.05,29.1333333333333,1748,0.148383442036426,0.119006910728463,1.13493425149701,4.04279787386771,2.89324917821543,0.0306446747595019,0.784419990925895,5.46636629246462,4.3879716687369,2,0.241321877486246,0.346737244498744
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,3,3.05,4.05,29.1333333333333,1748,0.146928996146722,0.117657665333234,1.08149309381238,3.72425633839162,2.84936685597474,0.03999026889893,0.803569210692788,5.6213575050673,4.08138521915132,2,0.188099898244584,0.251020202033638
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,4,4.05,5.05,29.1333333333333,1748,0.148400666546692,0.118997350879627,1.03260011976048,3.57830149697078,2.86935227740645,0.0363988704795336,0.801807758119849,5.37519644570077,3.91473638862446,5.2,0.099619054616176,0.225222027869261
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,5,5.05,6.05,29.1333333333333,1748,0.146336814223212,0.117654494283655,1.08181796407186,3.85013900640368,2.82738626655464,0.0487176259970382,0.790280778903723,5.50647225806398,4.06824736132148,5.2,0.117637132004843,0.228400653416344
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,6,6.05,7.05,29.1333333333333,1748,0.145344476998816,0.116769479821505,1.10407157684631,3.84529333152117,2.90861002058877,0.0308072471187487,0.786401287364444,5.49331906313305,3.89349837424983,5.2,0.100370843907394,0.22700374626514
