file_id,windows,window_seconds,actual_revolutions,edge_guard_seconds,tail_seconds,used_seconds
source/12kHz_DE_data/B/0007/B007_0.mat,11,0.668,19.9954666666667,0.05,0.552,7.348
source/12kHz_DE_data/B/0007/B007_1.mat,11,0.677,19.9940666666667,0.05,0.453,7.447
source/12kHz_DE_data/B/0007/B007_2.mat,11,0.6865,20.0000333333333,0.05,0.3485,7.5515
source/12kHz_DE_data/B/0007/B007_3.mat,11,0.697,20.0039,0.05,0.233,7.667
source/12kHz_DE_data/B/0014/B014_0.mat,11,0.668,19.9954666666667,0.05,0.552,7.348
source/12kHz_DE_data/B/0014/B014_1.mat,11,0.677,19.9940666666667,0.05,0.453,7.447
source/12kHz_DE_data/B/0014/B014_2.mat,11,0.686,19.9969,0.05,0.354,7.546
source/12kHz_DE_data/B/0014/B014_3.mat,11,0.696,19.9984,0.05,0.244,7.656
source/12kHz_DE_data/B/0021/B021_0.mat,11,0.668,19.9954666666667,0.05,0.552,7.348
source/12kHz_DE_data/B/0021/B021_1.mat,11,0.6765,20.00185,0.05,0.4585,7.4415
source/12kHz_DE_data/B/0021/B021_2.mat,11,0.684,19.9956,0.05,0.376,7.524
source/12kHz_DE_data/B/0021/B021_3.mat,11,0.694,19.9987666666667,0.05,0.266,7.634
source/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat,11,0.668,20.0066,0.05,0.552,7.348
source/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat,11,0.677,19.9940666666667,0.05,0.453,7.447
source/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat,11,0.6855,19.99375,0.05,0.3595,7.5405
source/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat,11,0.6935,19.9959166666667,0.05,0.2715,7.6285
source/12kHz_DE_data/IR/0007/IR007_0.mat,11,0.668,20.0066,0.05,0.552,7.348
source/12kHz_DE_data/IR/0007/IR007_1.mat,11,0.677,19.9940666666667,0.05,0.453,7.447
source/12kHz_DE_data/IR/0007/IR007_2.mat,11,0.6865,20.0000333333333,0.05,0.3485,7.5515
source/12kHz_DE_data/IR/0007/IR007_3.mat,11,0.6975,20.006625,0.05,0.2275,7.6725
source/12kHz_DE_data/IR/0014/IR014_0.mat,11,0.668,19.9954666666667,0.05,0.552,7.348
source/12kHz_DE_data/IR/0014/IR014_1.mat,11,0.6765,20.00185,0.05,0.4585,7.4415
source/12kHz_DE_data/IR/0014/IR014_2.mat,11,0.685,20.002,0.05,0.365,7.535
source/12kHz_DE_data/IR/0014/IR014_3.mat,11,0.6945,20.0016,0.05,0.2605,7.6395
source/12kHz_DE_data/IR/0021/IR021_0.mat,11,0.668,20.0066,0.05,0.552,7.348
