file_id,domain,split,label,label_code,window_index,start_seconds,end_seconds,actual_revolutions,rpm_used,ac_rms,mean_abs,peak_to_peak,crest_factor,kurtosis_pearson,skewness,env_entropy,env_centroid_order,env_spread_order,env_peak_order,env_harmonic_ratio,env_low_order_ratio
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,0,0.05,0.718,19.9954666666667,1796,0.139078296863058,0.110795632290288,1.03844778443114,3.79391391624918,2.97634713822089,-0.0435589864663808,0.766595686630759,4.65484080608352,3.61789204157239,3.6,0.167117460569965,0.275787136634185
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,1,0.718,1.386,19.9954666666667,1796,0.135011584028131,0.108265405926996,1.07012263473054,4.24262283350436,2.9265184677147,-0.00235101534464875,0.781667003789859,4.8844398018074,3.91499928009513,3.6,0.155799773155725,0.303014995777899
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,2,1.386,2.054,19.9954666666667,1796,0.14022605982048,0.112013028967481,0.999788223552894,3.9420712119693,2.9089978636716,0.00847445203359087,0.79590321294785,5.24051616859631,4.05086843663588,2,0.148400799841904,0.277718996714798
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,3,2.054,2.722,19.9954666666667,1796,0.13803528565287,0.109845679943999,1.06768610778443,4.19185074309846,3.04520056895827,0.00977122344164994,0.814836420736088,4.91790992132114,3.9894731624201,3.6,0.134601860263603,0.293946687749206
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,4,2.722,3.39,19.9954666666667,1796,0.138102550260114,0.110794359954253,0.90784994011976,3.30856427916162,2.83199974429596,-0.0210816705334749,0.815544256053848,4.63114493883752,3.82009549988959,3.6,0.127236228618122,0.365379776985177
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,5,3.39,4.058,19.9954666666667,1796,0.137565616185834,0.109874829066715,1.14565497005988,4.50280753842509,3.03228227113206,-0.0342150762780258,0.818836909493114,4.67834974692945,3.7353605941962,2,0.12745300417101,0.31616181603299
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,6,4.058,4.726,19.9954666666667,1796,0.13748595361476,0.109530252533676,1.03487421157685,4.0850450962139,2.94977317062786,-0.013361929050142,0.79302966884542,4.59668962903342,3.68896419672521,3.6,0.12932431261962,0.312107806429616
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,7,4.726,5.394,19.9954666666667,1796,0.134193813372288,0.10732856107475,1.04933093812375,4.40464468454191,2.94696418592266,-0.017260644310502,0.830629995466871,5.06222680073278,4.12921164760832,2,0.107998545078233,0.290240553912074
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,8,5.394,6.062,19.9954666666667,1796,0.138085539738378,0.110475251073161,0.987605588822355,3.61285319101886,2.89970048266464,0.00960956971488611,0.807536260761074,4.88346404929734,4.06076103347955,3.6,0.122736783276319,0.272918056668667
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,9,6.062,6.73,19.9954666666667,1796,0.13907677904549,0.110805656972199,1.04104674650699,3.79511278353603,3.03971084129432,0.0191405562163376,0.811770220291359,4.89579391485852,3.77209713041511,2.6,0.105649288065043,0.250451187181856
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,10,6.73,7.398,19.9954666666667,1796,0.139401447789231,0.112252340736041,1.05501616766467,3.89129456047519,2.85805913621314,0.00680653524707027,0.805217531206282,4.94795646631447,3.77775403389717,2.2,0.151253650156466,0.202238398376155
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,0,0.05,0.727,19.9940666666667,1772,0.139892149026495,0.111365197749494,1.23109584830339,4.54594310752681,3.09581894797533,0.00378381918722113,0.775207937189322,5.28156425101184,3.7881286342772,5.2,0.0861893750347235,0.255952581210971
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,1,0.727,1.404,19.9940666666667,1772,0.136428661466976,0.108902195315266,1.05322938123753,3.86096080370115,3.0685964344208,0.0235146473320216,0.79030227233211,5.08802572020164,3.7282071182044,3.6,0.138920121201691,0.243282398555115
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,2,1.404,2.081,19.9940666666667,1772,0.136480605010396,0.109286413178895,0.923606147704591,3.56899521583736,2.8791616724405,0.0434900184799255,0.811305364788277,5.55087709258504,4.07466410905475,2.6,0.155069993722811,0.199588330062054
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,3,2.081,2.758,19.9940666666667,1772,0.138433589985231,0.110018116802721,1.25107536926148,4.79171308080782,3.08255110883969,0.0183002967266172,0.797999107085984,5.34651276042783,4.04525388406903,3.6,0.161960364316297,0.292608967201171
