file_id,domain,split,label,label_code,window_index,start_seconds,end_seconds,actual_revolutions,rpm_used,env_spread_order,env_entropy,env_centroid_order,skewness,peak_to_peak,env_harmonic_ratio,crest_factor,env_low_order_ratio
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,0,0.05,1.05,29.9333333333333,1796,0.185386565496462,0.834671728912467,0.0558252199303905,-0.355526159292142,-1.07598603901705,-0.740653367413004,-1.06832560355695,-0.284046587678673
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,1,1.05,2.05,29.9333333333333,1796,0.555294577174088,1.04261841680294,0.225394222820848,-0.0799185128109324,-1.05590210810885,-0.918944887612355,-0.974124364059166,-0.157343568391864
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,2,2.05,3.05,29.9333333333333,1796,0.706204946283356,1.12942348495454,0.36593740095251,-0.151439200895926,-1.06920347323192,-0.966909934079385,-0.944259070852192,-0.0793313665011849
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,3,3.05,4.05,29.9333333333333,1796,0.279549553024252,1.11119823666048,-0.102901878863361,-0.315565157417491,-1.05111663113823,-0.988555729127424,-0.828429710120057,0.364816784299488
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,4,4.05,5.05,29.9333333333333,1796,0.288148226520753,0.914164947668068,0.00241197294750997,-0.197993522507727,-1.07681501927968,-1.01604235501505,-0.964944897460661,-0.0505092768424816
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,5,5.05,6.05,29.9333333333333,1796,0.570470998967601,0.897766385207727,0.0221926375390133,-0.122828320106737,-1.06411654889307,-1.05670483691745,-0.906742842004847,0.227306899226109
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,6,6.05,7.05,29.9333333333333,1796,0.32682440619074,1.01805810109303,-0.0118697434688039,-0.0515367102839046,-1.07538314428059,-0.966541885897051,-1.08250259548313,-0.268932535341854
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,0,0.05,1.05,29.5333333333333,1772,0.408535926258662,0.81815688520521,0.293573954410481,-0.0807597847982566,-1.03129646667723,-1.02643488331133,-0.809123409511055,-0.150792711020718
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,1,1.05,2.05,29.5333333333333,1772,0.48725597305356,0.998384989506083,0.509947211763774,0.14234697363345,-1.08499177914287,-1.22007481060158,-1.05109576721009,-0.481830286487818
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,2,2.05,3.05,29.5333333333333,1772,0.401371571132168,1.00597556460897,0.6498017989353,0.0366213503047378,-1.02666171339072,-1.18187057597462,-0.72523069762722,-0.457518609773174
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,3,3.05,4.05,29.5333333333333,1772,0.444727247675603,0.731921353049516,0.554695064864107,-0.0437820122584051,-1.07794544691053,-0.806912682429722,-1.13388201316818,-0.496452084584296
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,4,4.05,5.05,29.5333333333333,1772,0.534981373069796,1.02297471921891,0.822269699190407,-0.100908400645851,-1.07564691072779,-1.25411933528185,-1.02510528401105,-0.686625193821875
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,5,5.05,6.05,29.5333333333333,1772,0.646052025527922,1.01974852731978,0.937103235922999,-0.0836848132279535,-1.07527010151751,-0.714250563001693,-1.10738581960443,-0.781163962938623
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,6,6.05,7.05,29.5333333333333,1772,0.57421204190674,0.849735434474973,0.415856709446401,-0.255148934060692,-1.06690493704918,-0.471428193352942,-0.997945840748214,-0.0439933165314747
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,0,0.05,1.05,29.1333333333333,1748,1.43590815811531,1.23810904126903,1.50716434422072,0.0285767817086429,-1.06528465744495,-0.798344388192163,-1.11985014616189,-0.662321852322114
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,1,1.05,2.05,29.1333333333333,1748,1.12297618200933,1.08407462066016,1.05442619717521,0.0914849609910632,-1.07621212454322,-0.592036605838424,-1.20168893001451,-0.256087773861372
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,2,2.05,3.05,29.1333333333333,1748,1.17293589380587,0.975095609897561,0.724560769048216,0.0761931724058579,-1.05360357192611,-0.471591890376777,-0.99855295692388,0.126338289922819
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,3,3.05,4.05,29.1333333333333,1748,0.812810937799645,1.08441080212542,0.840695302425619,0.138321641892988,-1.06600059494449,-0.738128154324913,-1.11532235597987,-0.44521310098972
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,4,4.05,5.05,29.1333333333333,1748,0.617060594485068,1.07435537799039,0.656247427703179,0.114446424995408,-1.07734255217408,-1.18124120325178,-1.16882576832623,-0.599260718288687
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,5,5.05,6.05,29.1333333333333,1748,0.797378845222214,1.00855249076279,0.754612070165991,0.196340140351586,-1.06592523310244,-1.09100647130208,-1.06917690284967,-0.58028031724581
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,6,6.05,7.05,29.1333333333333,1748,0.592113833130607,0.986406034221732,0.744756413641508,0.0772739353525717,-1.06076294692153,-1.17747623412036,-1.07095320666263,-0.588621613682516
source/12kHz_DE_data/B/0007/B007_3.mat,source,train,B,3,0,0.05,1.05,28.7,1722,1.41015037134363,1.01325429447055,1.72625749882284,-0.0755578442590012,-1.04572825943115,-1.0942111168365,-1.01313411529484,-0.879746245096005
source/12kHz_DE_data/B/0007/B007_3.mat,source,train,B,3,1,1.05,2.05,28.7,1722,1.46686151004506,1.05159932316735,1.19027675244962,0.0318267821397107,-1.07489329230722,-0.560797810450839,-1.19606350323418,-0.188335250934385
source/12kHz_DE_data/B/0007/B007_3.mat,source,train,B,3,2,2.05,3.05,28.7,1722,1.36600317934483,0.946897583219077,1.39679628664144,-0.00561072904016224,-1.04467319364235,-0.692217008070179,-1.07219431132789,-0.507792062995353
source/12kHz_DE_data/B/0007/B007_3.mat,source,train,B,3,3,3.05,4.05,28.7,1722,1.62452279339962,1.16386539700824,1.2908958358562,-0.003967824232641,-1.03642107193711,-0.686146298521994,-1.01417773441615,-0.242102383994652
source/12kHz_DE_data/B/0007/B007_3.mat,source,train,B,3,4,4.05,5.05,28.7,1722,1.49716122750692,1.31498161201333,1.34164918904002,-0.174850822238789,-1.05838904889673,-0.77595898385515,-1.14074439610613,-0.370866972686274
source/12kHz_DE_data/B/0007/B007_3.mat,source,train,B,3,5,5.05,6.05,28.7,1722,1.34112327172462,1.03205814486856,1.01913591258382,0.10897098665945,-0.993954673937969,-0.646657812913289,-0.73961967817564,-0.305222707890332
source/12kHz_DE_data/B/0007/B007_3.mat,source,train,B,3,6,6.05,7.05,28.7,1722,1.46180456969701,1.34994920454923,1.20225046191477,0.0335859406968371,-1.0443340653531,-0.837785117365075,-1.00188851747433,-0.550631573079963
source/12kHz_DE_data/B/0014/B014_0.mat,source,train,B,3,0,0.05,1.05,29.9333333333333,1796,-0.22660865222805,0.941078141229812,-0.84395229156199,-0.459041753595858,-0.496491154519491,-0.773868802866635,1.19711527637688,0.798377432981062
source/12kHz_DE_data/B/0014/B014_0.mat,source,train,B,3,1,1.05,2.05,29.9333333333333,1796,-0.368208009702239,0.866607396554491,-0.990383085146934,0.457277990715439,-0.644991664292875,-0.702914154905703,1.61920815618291,0.794091032197429
source/12kHz_DE_data/B/0014/B014_0.mat,source,train,B,3,2,2.05,3.05,29.9333333333333,1796,-0.504557831469741,0.797091526400435,-1.29563703611564,4.14439162640054,-0.336874773042694,-1.00837398744331,3.47480416293403,1.27939915314037
source/12kHz_DE_data/B/0014/B014_0.mat,source,train,B,3,3,3.05,4.05,29.9333333333333,1796,0.613355042092527,1.2583851432684,-0.00916154664576855,-0.302881984353413,-1.00420388445773,-0.0879312156286579,0.392133202728953,0.0742561061624072
source/12kHz_DE_data/B/0014/B014_0.mat,source,train,B,3,4,4.05,5.05,29.9333333333333,1796,0.739216176409044,1.23946605279843,-0.119719902376969,0.245983298282632,-0.821639822074562,-1.16033338669961,1.73706981696231,0.0721408170629066
source/12kHz_DE_data/B/0014/B014_0.mat,source,train,B,3,5,5.05,6.05,29.9333333333333,1796,0.141549849056324,1.09060492696956,-0.643411073009583,2.6540512445549,-0.393999049321925,-0.379063125337052,3.50455348370298,0.729508615936822
source/12kHz_DE_data/B/0014/B014_0.mat,source,train,B,3,6,6.05,7.05,29.9333333333333,1796,-0.344916611433116,0.668715993794513,-1.33169145717034,0.939488189515477,-0.620649789308454,-1.28878980844777,1.04681353238467,1.44315538785654
source/12kHz_DE_data/B/0014/B014_1.mat,source,train,B,3,0,0.05,1.05,29.5333333333333,1772,-0.129654625530656,1.01020643028602,-0.440044849835948,-0.14093088930855,-0.734069361604289,-0.422514062150531,0.725588249696802,0.379220976217132
source/12kHz_DE_data/B/0014/B014_1.mat,source,train,B,3,1,1.05,2.05,29.5333333333333,1772,-0.45403737803519,0.739653358767532,-0.938074637470625,-0.310141966302519,-0.739344690548281,-0.826813407707963,0.314194764535799,1.02297914459982
source/12kHz_DE_data/B/0014/B014_1.mat,source,train,B,3,2,2.05,3.05,29.5333333333333,1772,-0.0491763328596117,1.09545857949139,-0.168614314643425,0.155281696521935,-0.92737248648058,-0.984623244231246,0.0701996116865532,-0.136070507042502
source/12kHz_DE_data/B/0014/B014_1.mat,source,train,B,3,3,3.05,4.05,29.5333333333333,1772,0.381951636172084,1.25894936843403,0.0314725282948428,0.601735423681737,-0.847677338505267,-1.23196602608886,0.35680879525634,0.0367979062604191
source/12kHz_DE_data/B/0014/B014_1.mat,source,train,B,3,4,4.05,5.05,29.5333333333333,1772,-0.240723203888216,0.901555129105214,-0.484073850284773,0.0522413896045032,-0.714626006353574,-0.341588786307007,0.523081144991589,0.220940620291675
source/12kHz_DE_data/B/0014/B014_1.mat,source,train,B,3,5,5.05,6.05,29.5333333333333,1772,0.0337017758939811,0.98088382777267,-0.507028670616922,0.152084099235342,-0.866969970071868,-0.566880343442159,0.374872962478186,0.592644563050348
source/12kHz_DE_data/B/0014/B014_1.mat,source,train,B,3,6,6.05,7.05,29.5333333333333,1772,0.376312541590192,1.09885900286192,-0.353320042678811,-0.351055815359262,-0.88290899966693,-0.740640902678694,0.295661013364771,0.628819781955886
source/12kHz_DE_data/B/0014/B014_2.mat,source,train,B,3,0,0.05,1.05,29.15,1749,-0.377805396218557,0.885872780546093,-1.1012954448201,2.33450340914108,-0.59253982222118,-0.551455349024677,2.15118452939125,1.0697920076038
