file_id,domain,split,label,label_code,env_spread_order__median,env_spread_order__iqr,env_entropy__median,env_entropy__iqr,env_centroid_order__median,env_centroid_order__iqr,skewness__median,skewness__iqr,peak_to_peak__median,peak_to_peak__iqr,env_harmonic_ratio__median,env_harmonic_ratio__iqr,crest_factor__median,crest_factor__iqr,env_low_order_ratio__median,env_low_order_ratio__iqr
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,3,0.43627518966166,0.314257693264041,1.07620946948679,0.120608247425279,0.202665185772882,0.20463147906872,-0.133193055489538,0.186790837910791,-1.05502828111753,0.0103864388928312,-1.01429284042259,0.124664367600804,-1.02733706092592,0.17094524473062,-0.123758675623302,0.212354040241267
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,3,0.621612769807977,0.218811436829247,1.01913123303593,0.0694387934724046,0.555668383624371,0.200409371612194,-0.069489002600342,0.145260103201638,-1.05529656551697,0.0149664368547986,-0.966135804146802,0.227334331964133,-1.06013732069811,0.140431729444942,-0.343013468285686,0.548581471571066
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,3,0.751607839708264,0.48204700933834,1.01436941683502,0.166419902177357,0.713833098896397,0.363942533171743,0.0999707725924203,0.0793831212584113,-1.04801456038916,0.0102331335217192,-0.915947027274554,0.389943502190815,-1.13124184092645,0.0809959557169044,-0.551876768341286,0.133322622325759
source/12kHz_DE_data/B/0007/B007_3.mat,source,train,B,3,1.4395692129065,0.180554508787356,1.21567648973519,0.233884860442173,1.16907648090171,0.314058765654802,0.0218083301985025,0.0930645203180807,-1.03207080179352,0.0215202414698323,-0.754822041089038,0.24919166366151,-1.09693608044182,0.160159784598175,-0.404657252425133,0.249403689586911
source/12kHz_DE_data/B/0014/B014_0.mat,source,train,B,3,-0.0311610256820261,0.379570444547751,0.842622161000849,0.227112834775125,-0.877638888741337,0.444323541954069,0.0457269395681802,1.46865085153118,-0.6545179990877,0.332040270656976,-0.731479536662323,0.339214534941333,1.08162676067254,1.49653606332611,0.846679056248068,0.627759081241689
source/12kHz_DE_data/B/0014/B014_1.mat,source,train,B,3,-0.0235729652234815,0.309220336889299,0.975072646072454,0.127117535091547,-0.413068531837556,0.227519383995423,-0.0215434983508878,0.451585900423029,-0.823422191710231,0.148246293865203,-0.691034101485808,0.83466355783447,0.350763303386584,0.399696962074756,0.432943650026226,0.25700062307173
source/12kHz_DE_data/B/0014/B014_2.mat,source,train,B,3,0.224269365120753,0.389483714491638,0.782598652270629,0.250293256734501,-0.63045949307007,0.541740368735993,1.15779089026098,1.12152664982615,-0.689624929072324,0.179213978829805,-0.494350171478502,0.473996948390611,0.836014732368455,0.868716015733532,1.17406406925248,0.533397189439809
source/12kHz_DE_data/B/0014/B014_3.mat,source,train,B,3,0.336332319646064,0.410514068868232,0.983895357082311,0.152562271559036,-0.442650328739727,0.577412794254853,1.15454013838136,1.51433074500704,-0.782336352252243,0.297891499241801,-0.551004044370203,0.238752393901975,1.08850312461184,1.08975106595376,0.674023964255596,0.512809909607361
source/12kHz_DE_data/B/0021/B021_0.mat,source,train,B,3,0.970234668167249,0.417940904956875,1.31186818718317,0.0931640610411157,0.939475840013323,0.370321269707932,-0.0893559935926796,0.273801928936586,-1.00045156900169,0.28353828387145,-1.07158912770135,0.306099088699479,-0.399799463756114,1.06629425153087,-0.583157115872901,0.30714997090467
source/12kHz_DE_data/B/0021/B021_1.mat,source,validation,B,3,0.953551421566428,0.337890619287636,1.22392573956843,0.149929333564597,1.06035693215403,0.452661150878261,-0.0834745984608367,0.389311870775072,-1.05295865860752,0.382573553609734,-1.10481973811883,0.340654624811653,-0.603820237180112,2.17980124282056,-0.589775675784032,0.222632992558575
