file_id,domain,split,label,dataset_group,nominal_fs_hz,rpm,rpm_is_approximate,crest_factor,kurtosis_pearson,skewness,env_entropy,env_centroid_order,env_spread_order,env_peak_order,env_harmonic_ratio,env_low_order_ratio,n_windows
source/12kHz_DE_data/B/0007/B007_0.mat,source,validation,B,12kHz_DE_data,12000,1796,False,3.9420712119693,2.94696418592266,-0.0023510153446487,0.807536260761074,4.8844398018074,3.82009549988959,3.6,0.12932431261962,0.290240553912074,11
source/12kHz_DE_data/B/0007/B007_1.mat,source,test,B,12kHz_DE_data,12000,1772,False,3.86096080370115,2.98319280394912,0.0072709403434187,0.797728610398472,5.34389079609176,3.9772331132329,3.6,0.138920121201691,0.255952581210971,11
source/12kHz_DE_data/B/0007/B007_2.mat,source,train,B,12kHz_DE_data,12000,1748,False,3.68512937110004,2.84190311396617,0.0328663989345812,0.796910396114125,5.54974993882681,4.08744883426692,2,0.148920775998556,0.223289673168653,11
source/12kHz_DE_data/B/0007/B007_3.mat,source,train,B,12kHz_DE_data,12000,1722,False,3.76996266992705,2.89288639111029,0.0210606264118575,0.83150062715995,6.14227155272934,4.6707337145994,2,0.181026666327239,0.24631247089867,11
source/12kHz_DE_data/B/0014/B014_0.mat,source,train,B,12kHz_DE_data,12000,1796,False,9.15724078015898,12.331783834544,0.0246733290428116,0.76739937508936,3.4783710064368,3.42378185852582,1.4,0.185677911952533,0.442001626290381,11
source/12kHz_DE_data/B/0014/B014_1.mat,source,train,B,12kHz_DE_data,12000,1772,False,7.34991870952684,8.33739264322329,0.0145127012111726,0.790158102911262,4.0830321361195,3.43021536062194,1.4,0.193737100889114,0.377299969638985,11
source/12kHz_DE_data/B/0014/B014_2.mat,source,train,B,12kHz_DE_data,12000,1749,False,8.54987693518703,8.58424357376936,0.192641135965158,0.757085643906209,3.80008712628779,3.64034733841614,1.2,0.232928494078487,0.493199450759062,11
source/12kHz_DE_data/B/0014/B014_3.mat,source,train,B,12kHz_DE_data,12000,1724,False,9.17424505666141,10.2677692805905,0.192150137525969,0.791674093422101,4.04452997499987,3.73535939805566,1.2,0.221639599209867,0.415001107811132,11
source/12kHz_DE_data/B/0021/B021_0.mat,source,train,B,12kHz_DE_data,12000,1796,False,5.4938830288142,4.21078506964813,0.0042702002285628,0.84802907293923,5.84343504533635,4.27281058340458,3.6,0.117907409759535,0.218397922848301,11
source/12kHz_DE_data/B/0021/B021_1.mat,source,validation,B,12kHz_DE_data,12000,1774,False,4.9893684809862,3.64978346224524,0.0051585349698553,0.832918080871714,6.00076772195871,4.2586657696458,5.4,0.111285852427698,0.217362885033173,11
source/12kHz_DE_data/B/0021/B021_2.mat,source,validation,B,12kHz_DE_data,12000,1754,False,4.12345745855914,3.2429670790177,0.0068404467651884,0.845411649057,6.38904366445573,4.44759233590076,3.6,0.13815576073905,0.178868890239546,11
source/12kHz_DE_data/B/0021/B021_3.mat,source,train,B,12kHz_DE_data,12000,1729,False,3.88341405672836,3.09596235225454,0.0114756239727329,0.870820095813651,7.55691260280154,5.08950624535383,3.6,0.151643974490793,0.16767855307332,11
source/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat,source,train,B,12kHz_DE_data,12000,1797,False,4.71039076895081,3.8304041904392,0.0537088190854305,0.733556722070475,3.57304329022377,3.67865053306906,1.8,0.176252481665894,0.51460072383777,11
source/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat,source,test,B,12kHz_DE_data,12000,1772,False,4.56976068186826,3.89557461649646,0.0483428510769701,0.715357627430079,3.43705466152378,3.63435020942405,1.2,0.245177643360023,0.547879631929817,11
source/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat,source,train,B,12kHz_DE_data,12000,1750,False,4.34664731038182,3.69881625740499,0.0394950047432347,0.659030394988201,3.21670363439704,3.49113545451232,1.2,0.199127187852316,0.615149488602497,11
source/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat,source,train,B,12kHz_DE_data,12000,1730,False,4.47351158432004,3.82492096294247,0.0435169189591513,0.673420130796354,3.06576818927125,3.16743895167825,1.2,0.298233549716772,0.612222506189573,11
source/12kHz_DE_data/IR/0007/IR007_0.mat,source,train,IR,12kHz_DE_data,12000,1797,False,5.2671840664256,5.39736447356159,0.171458484760347,0.403780861275281,5.81724336122244,3.07334832623013,5.4,0.559742363944924,0.116135302981808,11
source/12kHz_DE_data/IR/0007/IR007_1.mat,source,test,IR,12kHz_DE_data,12000,1772,False,5.09708892465318,5.54683985721302,0.126287246909001,0.379568591409656,5.92525247092555,3.12988884670886,5.4,0.608079247814849,0.13044894993942,11
source/12kHz_DE_data/IR/0007/IR007_2.mat,source,train,IR,12kHz_DE_data,12000,1748,False,4.98797731170381,5.57239445168295,0.0913319748596116,0.399525812110505,5.63267277049299,3.21579367106522,5.4,0.556015043142727,0.208709339932077,11
source/12kHz_DE_data/IR/0007/IR007_3.mat,source,train,IR,12kHz_DE_data,12000,1721,False,4.68997220930074,5.27240593587475,-0.0097654816391151,0.513601400160248,7.54603604625426,4.17775755391522,5.4,0.482150109161784,0.136029631717544,11
source/12kHz_DE_data/IR/0014/IR014_0.mat,source,validation,IR,12kHz_DE_data,12000,1796,False,9.41354263141304,22.2451976386711,-0.0758424983894839,0.586526643486561,3.93686404487881,2.93549549825798,1,0.375948826535768,0.318118416282994,11
