file_id,label,split,ac_rms__median,mean_abs__median,peak_to_peak__median,crest_factor__median,kurtosis_pearson__median,skewness__median,env_entropy__median,env_centroid_order__median,env_spread_order__median,env_peak_order__median,env_harmonic_ratio__median,env_low_order_ratio__median,b1500_3000__ftf_hm0.1__median,b1500_3000__ftf_hm0.2__median,b1500_3000__ftf_hm0.3__median,b1500_3000__ftf_fund__median,b1500_3000__ftf_peak__median,b1500_3000__bpfo_hm0.1__median,b1500_3000__bpfo_hm0.2__median,b1500_3000__bpfo_hm0.3__median,b1500_3000__bpfo_fund__median,b1500_3000__bpfo_peak__median,b1500_3000__bpfi_hm0.1__median,b1500_3000__bpfi_hm0.2__median,b1500_3000__bpfi_hm0.3__median,b1500_3000__bpfi_fund__median,b1500_3000__bpfi_peak__median,b1500_3000__bsf_hm0.1__median,b1500_3000__bsf_hm0.2__median,b1500_3000__bsf_hm0.3__median,b1500_3000__bsf_fund__median,b1500_3000__bsf_peak__median,b1500_3000__spin_half_hm0.1__median,b1500_3000__spin_half_hm0.2__median,b1500_3000__spin_half_hm0.3__median,b1500_3000__spin_half_fund__median,b1500_3000__spin_half_peak__median,b1500_3000__bpfo_contrast__median,b1500_3000__bpfi_contrast__median,b1500_3000__bsf_contrast__median,b1500_3000__spin_half_contrast__median,b1500_3000__envelope_cv__median,b1500_3000__envelope_kurtosis__median,b1500_3000__carrier_ratio__median
source/12kHz_DE_data/B/0007/B007_0.mat,B,validation,0.137498514737146,0.110121675311832,1.06768610778443,4.13805610325617,2.95853404322582,-0.00346861319364353,0.77441699893676,4.51494880765581,3.56393864105956,2.2,0.138891326131097,0.300079609866555,0.57538123574097,1,1,0.031202272983242,0.018807053260486,0.125230929453821,0.144550301087281,0.153141376187918,0.0897816100723603,0.0820092410487579,0.0267985713320854,0.0727733286621482,0.097143666822153,0.0441292252178764,0.0348573087018271,0.016496320942609,0.0456165002899783,0.0745090401940177,0.0323195081340134,0.0181328509827235,0.0488749457503085,0.110836739481929,0.197194121178494,0.0312022622389674,0.0202240426574604,2.90283269429036,1.84533335241892,0.844269660929123,0.742440659152677,0.533479481640932,3.7269432610369,0.442367413178318
source/12kHz_DE_data/B/0007/B007_1.mat,B,test,0.139605611132112,0.111170688992802,1.06671149700599,3.94342966716648,2.96780935131584,0.00788830251832881,0.75764494652909,5.14432170074338,3.70482780538009,3.6,0.149663994089605,0.244746000523663,0.589016939881704,1,1,0.0346018851814399,0.0232885147567554,0.122020251615188,0.150998839540856,0.166844093241501,0.0793786395404993,0.0604801550884181,0.0258670417542698,0.0564640940980146,0.137702677452444,0.0372042067211547,0.0317632614216595,0.0154208621094133,0.0402331168439559,0.0569834718005673,0.0310934201573693,0.0189718252767018,0.0391734798215862,0.121514468030689,0.173215908571879,0.0195279722783145,0.0124472507768043,2.79227325987939,1.03681259819694,0.674362172669413,0.735028409962301,0.536453313154566,3.31916521447144,0.434889555936182
source/12kHz_DE_data/B/0007/B007_2.mat,B,train,0.147783752953339,0.118456486484002,1.08181796407186,3.73127896960763,2.872965038192,0.0327752453556446,0.788602823587913,5.44037251993615,4.0588994541065,2,0.184679969573282,0.241003694552348,0.612944014261462,1,1,0.0280415801053176,0.0148512008083537,0.0695093882267657,0.097837717370449,0.138558401230478,0.0253377908918345,0.0176123141494594,0.0235134097901817,0.0489006836266642,0.133665582148162,0.0274331010652228,0.0215960594043831,0.0108162922578514,0.0573155615830257,0.0790178162091868,0.0357376783770995,0.0279442851948686,0.051282296537059,0.131388365936581,0.189228813740819,0.0248601254898409,0.011240667651624,1.27740388227887,0.611178891821424,0.720055989425911,0.749473106170526,0.553726824902774,3.36201009824787,0.383381740899811
source/12kHz_DE_data/B/0007/B007_3.mat,B,train,0.154619389007793,0.124046205159371,1.16888319361277,3.88792214154457,2.87722373294836,0.0213469527957632,0.778447776674684,5.95281534432086,4.54813001724096,2,0.189790982597752,0.244844728747466,0.613164702428395,1,1,0.0256437197450779,0.0163057024683684,0.147075668713059,0.18974536442657,0.197904978898089,0.0447629955972506,0.036230752004449,0.0629467155527473,0.0921413262958722,0.121557462970398,0.0466403804723479,0.0205430552421616,0.0217638802184603,0.071364786297303,0.100129367386841,0.045649958061016,0.0259831892818717,0.0553564235290037,0.162515724194131,0.261463197397783,0.0193078706880163,0.0127330211186404,2.91322919564709,2.66925494067318,1.11129992269713,0.890829186374529,0.515210224638543,3.27154642779213,0.400551612837903
source/12kHz_DE_data/B/0014/B014_0.mat,B,train,0.13874967334831,0.089608396131498,2.89638079840319,11.1948021016686,14.5787008617947,0.0877384817630336,0.775503137557209,3.38758355235732,3.19657932061724,1.4,0.18431841825597,0.452971665243113,0.437906352476309,1,1,0.163943693588785,0.0678271230777771,0.0317280290971893,0.0857977291193732,0.11557631850762,0.0584303147905436,0.0282424905060006,0.0104608040829139,0.0246779875412126,0.0414113756383975,0.0199417630846543,0.00658943725368476,0.0293551386846015,0.0604330750594512,0.0900200832320081,0.0537575116444528,0.0161967227778455,0.0609446017508673,0.124014313471068,0.194846411058686,0.0421962258672709,0.0157905586838859,1.37066913780366,0.729464576589036,1.26105707109252,1.19723364602067,0.995809170483795,20.3722309104503,0.453002201423449
source/12kHz_DE_data/B/0014/B014_1.mat,B,train,0.138287050570378,0.0984302012706687,2.02264223552894,7.6779347606492,8.79686289527437,0.0322684493082291,0.776211801993804,3.77276725749643,3.32087767596529,1.4,0.172260369282655,0.413841289385205,0.506293422276926,1,1,0.0848534703531175,0.0396181284969654,0.0235599942540065,0.0551917859786771,0.0859925669370492,0.0431083159947189,0.034507339960933,0.0165990331736185,0.0317772986541217,0.0454952042571504,0.0240554814265794,0.0142905284224417,0.039727417290846,0.0700571392516274,0.103864498052731,0.0501247636950997,0.0231080698919827,0.0592403366810947,0.114601845386585,0.171741834459459,0.0229608583758873,0.0127184867649543,0.919458792242098,0.909961217912371,1.17938341915225,0.94067431547958,0.925975182542475,12.0178262231977,0.441480209044121
source/12kHz_DE_data/B/0014/B014_2.mat,B,train,0.154579583528535,0.110166054539174,2.73313349301397,8.99966496177336,8.4102396602345,0.102599523225681,0.746770480884097,3.29636307623494,3.74782535630169,1.2,0.230188269936409,0.538227231489377,0.571926689543658,1,1,0.139986085844671,0.0675747614040376,0.0215674727281352,0.0515715126580233,0.0733724311018595,0.0269623958628684,0.0123240529421544,0.0119392342138394,0.0318980204726611,0.0446902873164067,0.0216421728073572,0.0107946470556066,0.0186403117689611,0.0445271857769484,0.0678383347640875,0.0259462019499766,0.0173656482226877,0.0503799210553921,0.102289953570204,0.138750273346373,0.0376988784938671,0.021290277099979,0.862277684588289,0.750156986666435,1.22462620679501,0.92196143298025,0.947575287403454,15.319481936425,0.463377446694746
source/12kHz_DE_data/B/0014/B014_3.mat,B,train,0.140276667483754,0.0939242477383938,2.29017289421158,10.3350122367026,10.1752654577847,0.202843026170392,0.769147967467948,3.83809123528605,3.70425449645408,1.2,0.245589359771756,0.439835743760103,0.506016752058538,1,1,0.102896398497769,0.0591488644038346,0.0147020995862958,0.0328933842585455,0.0663685454872552,0.0233311913082453,0.0100814684336747,0.0110659054623367,0.026492078520303,0.0421816321805127,0.0208093400040663,0.0134141469776724,0.0203276358321453,0.0437537220695365,0.100871920574113,0.0305233172882051,0.0197422921636328,0.0461929030379482,0.101083798226378,0.163943357275656,0.0377999701918809,0.0180383459022362,0.714450697653882,0.724606495610744,0.655347306418459,0.849537415072143,0.878519170653705,13.5362793945449,0.411380180883762
source/12kHz_DE_data/B/0021/B021_0.mat,B,train,0.141315730942638,0.103427930589491,1.61866606786427,6.94450296513715,4.72773076692634,0.00847046165667556,0.836447962617455,5.74801482847052,4.13161886726819,4.6,0.0868737977753911,0.220431420785075,0.612799383588647,1,1,0.0358304265632119,0.0239852718790238,0.0795385985343686,0.111769638447121,0.144575197663747,0.0469191896423049,0.023452434114364,0.044319337490273,0.0979971870579388,0.118282634293164,0.0745979212699284,0.0400642972673847,0.0453815645188287,0.0839260569651895,0.118025172930852,0.0495174437556172,0.0331955865518965,0.0833174701245137,0.168581733507535,0.241624507086978,0.0460609488305829,0.0203371705722944,1.35768456685895,2.88817381200805,1.36660849379451,1.19004552444503,0.668399995028074,10.9963900039361,0.403347497493959
source/12kHz_DE_data/B/0021/B021_1.mat,B,validation,0.120708513591568,0.0931644873219443,1.64026994011976,7.23164100451557,4.4606287480639,-0.00137968638321263,0.806291658746866,5.68437968759736,3.98556940355847,5.4,0.145926774745221,0.203771342036614,0.536711441307198,1,1,0.0377021614456884,0.0204782510767438,0.0980916887451728,0.142628603934974,0.17259956304849,0.0675199924262712,0.0338121264354756,0.0927064124471531,0.135625453296603,0.15430645301493,0.116557244523856,0.0772006294867519,0.0395430172723367,0.0701022796490827,0.0885104951204087,0.054655756161619,0.0216057184662607,0.0628095436603644,0.168900158057125,0.221893290447574,0.0273191008019762,0.0150975136203601,2.19289414905646,3.87327117940471,1.53392912000824,1.21812735865008,0.705532610794899,21.8672565466905,0.378938255210566
