file_id,label,split,window_index,start_seconds,end_seconds,actual_revolutions,rpm_used,ac_rms,mean_abs,peak_to_peak,crest_factor,kurtosis_pearson,skewness,env_entropy,env_centroid_order,env_spread_order,env_peak_order,env_harmonic_ratio,env_low_order_ratio,b1500_3000__ftf_hm0.1,b1500_3000__ftf_hm0.2,b1500_3000__ftf_hm0.3,b1500_3000__ftf_fund,b1500_3000__ftf_peak,b1500_3000__bpfo_hm0.1,b1500_3000__bpfo_hm0.2,b1500_3000__bpfo_hm0.3,b1500_3000__bpfo_fund,b1500_3000__bpfo_peak,b1500_3000__bpfi_hm0.1,b1500_3000__bpfi_hm0.2,b1500_3000__bpfi_hm0.3,b1500_3000__bpfi_fund,b1500_3000__bpfi_peak,b1500_3000__bsf_hm0.1,b1500_3000__bsf_hm0.2,b1500_3000__bsf_hm0.3,b1500_3000__bsf_fund,b1500_3000__bsf_peak,b1500_3000__spin_half_hm0.1,b1500_3000__spin_half_hm0.2,b1500_3000__spin_half_hm0.3,b1500_3000__spin_half_fund,b1500_3000__spin_half_peak,b1500_3000__bpfo_contrast,b1500_3000__bpfi_contrast,b1500_3000__bsf_contrast,b1500_3000__spin_half_contrast,b1500_3000__envelope_cv,b1500_3000__envelope_kurtosis,b1500_3000__carrier_ratio
source/12kHz_DE_data/B/0007/B007_0.mat,B,validation,0,0.05,1.052,29.9932,1796,0.137022030640168,0.109295780825312,1.03844778443114,3.85072889364076,2.98451633277493,-0.0344348112627276,0.7418769790016,4.59077706820118,3.43758574786753,3.6,0.202998037851128,0.261244083818951,0.60742930723488,1,1,0.0302238516664316,0.010111244246876,0.194069964326043,0.214085256994563,0.234262808173385,0.167680159357601,0.155292890749615,0.0189737353972468,0.0727733286621482,0.097143666822153,0.0594402809227648,0.0457145361750223,0.0232399495558348,0.0697413666791494,0.111186172737431,0.0588191478089727,0.0411215660419166,0.0600007599269326,0.137343695839377,0.249453728883173,0.0304060002344172,0.0182529338603993,5.77298010408386,2.66048073117672,1.64503052887765,1.10785871923703,0.566367325040787,4.30278800684744,0.43732269885891
source/12kHz_DE_data/B/0007/B007_0.mat,B,validation,1,1.052,2.054,29.9932,1796,0.13921624563346,0.111420386909422,1.12502570858283,4.11152767847502,2.89762940338677,0.00820299077689849,0.780751563656063,4.77272281001164,3.72624380696839,3.6,0.13299157388842,0.284152077857193,0.590456532175836,1,1,0.031202272983242,0.0193475082114704,0.12569327366311,0.147165106146531,0.153141376187918,0.113380099247685,0.0972142951281881,0.0267985713320854,0.0758032711359326,0.096225716313136,0.0569930285447828,0.0342118568036247,0.0157787510964663,0.0451566930326973,0.0745090401940177,0.0281587009015895,0.0181328509827235,0.0419091613263148,0.0953327389881349,0.197194121178494,0.0307342175922011,0.0202240426574604,3.52453526791491,2.16429140222798,0.844269660929123,0.603676448236069,0.555766514213181,3.76113321368832,0.447163701531345
source/12kHz_DE_data/B/0007/B007_0.mat,B,validation,2,2.054,3.056,29.9932,1796,0.138303299064146,0.110218774629154,1.06768610778443,4.18355479813244,2.98010610262745,-0.00346861319364353,0.792271282443969,4.96194151268721,3.86235432616355,3.6,0.153453244904566,0.300079609866555,0.598114890160036,1,1,0.0209963826186043,0.0130341135145903,0.146010588484701,0.167363861534259,0.179165983956749,0.099305697769925,0.0922517515128805,0.0518811307051896,0.105620514793862,0.143389054896288,0.0612035120408254,0.0441233262095756,0.0221247397271534,0.0456165002899783,0.0733599196697062,0.0344622037268494,0.0168835040568341,0.0488749457503085,0.106999105542978,0.179846544166911,0.0312022622389674,0.0129229646369249,2.87260194160049,2.92935707582648,1.04774605097126,0.742440659152677,0.551753604668938,3.96246962301497,0.456145038706527
source/12kHz_DE_data/B/0007/B007_0.mat,B,validation,3,3.056,4.058,29.9932,1796,0.137498514737146,0.110121675311832,1.14565497005988,4.50666766606288,2.95853404322582,-0.027002499868256,0.795018937240618,4.32303796970271,3.53507910213115,2,0.138891326131097,0.377891475694643,0.551316691297587,1,1,0.0255976582104997,0.00819676075648483,0.0940766486321714,0.109961603579607,0.116343948422237,0.0650546401305246,0.0580652962436029,0.0324180498110516,0.0743597946087724,0.10294244340962,0.0441292252178764,0.037081014961534,0.0129583544420087,0.0551401291296491,0.0843181972916029,0.0438716933049502,0.0237734907012683,0.0271140774543031,0.0973912241549049,0.169748856378179,0.0218203968015543,0.0167562955909198,2.45721190129204,1.84533335241892,0.844671332576735,0.570315707481709,0.533479481640932,3.52013398907197,0.442367413178318
source/12kHz_DE_data/B/0007/B007_0.mat,B,validation,4,4.058,5.06,29.9932,1796,0.135714574428945,0.108297605928508,1.03487421157685,4.13805610325617,2.93567358304185,-0.0147087251472517,0.755776385671814,4.50741833211164,3.55447362672564,2,0.133133111715598,0.303440961834999,0.57538123574097,1,1,0.0405442900669067,0.018807053260486,0.125230929453821,0.144550301087281,0.161034754722346,0.0897816100723603,0.0820092410487579,0.0279093389871136,0.0641080947729049,0.109112223506592,0.0393646593675949,0.0348573087018271,0.016496320942609,0.0327653633255693,0.0840565046813558,0.0227195230133746,0.0113820932510214,0.0385466483624992,0.110836739481929,0.210164183321966,0.0503863052432159,0.0364941657636874,2.90283269429036,1.46216664407334,0.368072251962228,0.586622292143402,0.527284984147009,3.7269432610369,0.445949311398974
source/12kHz_DE_data/B/0007/B007_0.mat,B,validation,5,5.06,6.062,29.9932,1796,0.137478143317055,0.109925766922131,1.0896148502994,4.29775503260849,2.93005154085515,0.00103146801239715,0.755643120834621,4.51494880765581,3.81438941545308,2,0.119396705004515,0.351706262096262,0.497592880665824,1,1,0.0623065091966741,0.0380259471760133,0.109836731296936,0.133109565578216,0.150267692208946,0.0847832667194661,0.0731366795921552,0.0141361663293407,0.0537939310878913,0.0855339546819368,0.035275882923205,0.0311793544063693,0.0315137703636857,0.0504068840167251,0.0649283428334896,0.0323195081340134,0.018025016092354,0.0523479328704253,0.133595491811741,0.192675742119567,0.0435099482735698,0.0317481295004037,3.4304262267221,1.53843678875536,0.828940856638404,0.924591772317604,0.527703215352049,3.36736318914775,0.437396202220845
source/12kHz_DE_data/B/0007/B007_0.mat,B,validation,6,6.062,7.064,29.9932,1796,0.138400326942649,0.110606270574469,1.04104674650699,3.81421858000145,2.98754954001585,0.0109185339981076,0.77441699893676,4.48960828888437,3.56393864105956,2.2,0.141819915427867,0.26249396993545,0.408941864717269,1,1,0.0348957686577062,0.0193689742216748,0.0794045485992159,0.101535419709156,0.138002886437932,0.0543623641143513,0.0470834706402771,0.0181687902064165,0.0539464113873648,0.0712907507785338,0.043456172793557,0.0329430152018795,0.0155261170382301,0.0417075903661591,0.066647286342142,0.0316282789941755,0.0217704673192661,0.0533044722468313,0.199447784969947,0.312471805935268,0.111477644530093,0.0830918159436454,2.72466295540211,1.82907639250892,0.720317802942747,1.34180372173985,0.53019377939885,3.17068544010934,0.428610411208477
source/12kHz_DE_data/B/0007/B007_1.mat,B,test,0,0.05,1.066,30.0058666666667,1772,0.139605611132112,0.111170688992802,1.23109584830339,4.55602255342375,3.10199483218827,0.00788830251832881,0.734629831420552,4.77025063397705,3.62601401905515,3.6,0.149663994089605,0.305058058205236,0.572831637496084,1,1,0.0409451290612828,0.0371198799405885,0.14459336582561,0.156549382525961,0.166844093241501,0.0896035001249921,0.0821359482796415,0.0145508753202039,0.0521459273944002,0.134629664822045,0.0369441654997181,0.0325134701527572,0.0151100067955556,0.0301205353158266,0.0451002889057313,0.0182199674654877,0.0100833329725643,0.0353575009662376,0.121514468030689,0.173215908571879,0.032553174217159,0.0209153508683753,3.27138238853535,0.815059869369207,0.426427495140073,0.744854538352429,0.536453313154566,3.45820234341669,0.434889555936182
source/12kHz_DE_data/B/0007/B007_1.mat,B,test,1,1.066,2.082,30.0058666666667,1772,0.135533601771782,0.108480048939782,0.999625788423154,3.88430230091497,2.92146157540086,0.0399189067821829,0.762586359975012,5.05567932413809,3.69794842545477,5.2,0.0995494147912531,0.244746000523663,0.645568558082532,1,1,0.0346018851814399,0.0263035491324704,0.115374363688114,0.136306030349646,0.156214095626957,0.0793786395404993,0.0604801550884181,0.0258670417542698,0.0929271682543097,0.187918550554498,0.0635044741629721,0.0588088316036543,0.0222868533113594,0.0402331168439559,0.0541179893504005,0.0328624789008034,0.0176127433450923,0.0391734798215862,0.0991770072360829,0.16743173754399,0.0195279722783145,0.00738379071148718,2.43133733367921,1.14113902403428,0.564023008528284,0.664150557273318,0.539323794366946,3.01668691155936,0.440453973666505
source/12kHz_DE_data/B/0007/B007_1.mat,B,test,2,2.082,3.098,30.0058666666667,1772,0.138579673196858,0.110532296211456,1.25107536926148,4.78717981223059,3.01326139761172,0.0242582485604008,0.75764494652909,5.27999764096344,3.53728257256433,5.2,0.123213791504659,0.237033043042566,0.582286894936826,1,1,0.0334603979555249,0.0197309662028553,0.122020251615188,0.17888912831738,0.196515102258886,0.0986349016639289,0.0728914006748566,0.0375420415303373,0.0909667295712506,0.224076064845144,0.0725204855869431,0.0434497109153879,0.0250332716965396,0.0594842532528201,0.0777995599086126,0.0451176504084741,0.027106683317886,0.0540489703470717,0.13106417788447,0.167210480386514,0.0113705074160103,0.00718967213048095,3.82261222066382,1.03681259819694,0.674362172669413,0.841695735571969,0.517029583192362,3.11992768865078,0.435109798959206
